timestamp (UTC),Sun duration_time (8deec177-31e4-4885-a185-4bb20c701fd0)
2021-03-11 12:04:00.409,15826.928538
2021-03-11 17:19:25.108,28283.662242
2021-03-12 12:03:00.415,11655.602879999999
2021-03-12 16:07:51.251,84233.777707
2021-03-13 19:06:13.971,20445.366562
2021-03-14 13:38:29.548,38792.012458
2021-03-15 12:21:44.409,42184.194794
2021-03-16 14:18:04.733,38171.809227
2021-03-17 13:25:19.284,6627.061118
2021-03-17 21:15:29.137,9210.129662
2021-03-18 11:55:00.337,42209.916839
2021-03-19 11:53:00.427,22019.01477
2021-03-19 19:56:58.010,1057.358857
2021-03-19 22:50:04.803,4514.466003
2021-03-20 11:52:00.434,39848.897071
2021-03-20 23:26:27.853,4468.666766
2021-03-21 11:50:00.435,43200.0
2021-03-22 11:49:00.317,43200.0
2021-03-23 11:48:00.336,43200.0
2021-03-24 14:41:54.393,44.677513
2021-03-24 14:42:41.679,14.890121
2021-03-24 14:44:09.555,2.039829
2021-03-24 14:44:43.523,4.0
2021-03-24 14:45:07.789,4.0
2021-03-24 14:45:39.609,2.129654
2021-03-24 14:48:55.988,40.785782
2021-03-24 14:50:08.728,464.459469
2021-03-24 16:33:41.291,10448.016088
2021-03-24 20:22:17.518,17261.26876
2021-03-25 20:40:45.859,17262.058195
2021-03-26 11:43:00.444,26269.524166
2021-03-26 20:46:03.508,20138.935811
2021-03-27 18:32:59.130,25762.300232
2021-03-28 11:41:00.468,43200.0
2021-03-29 11:39:00.347,22877.766525
2021-03-29 18:39:18.406,22547.732617
2021-03-30 11:38:00.397,12734.516131
2021-03-30 17:17:30.082,32693.656611
2021-03-31 11:36:00.519,43200.0
2021-04-01 11:35:00.412,43200.0
2021-04-02 11:34:00.429,43200.0
2021-04-03 11:32:00.539,43200.0
2021-04-04 11:31:00.515,43200.0
2021-04-05 11:30:00.495,43200.0
2021-04-06 11:28:00.345,43200.0
2021-04-07 11:27:00.428,13640.869626
2021-04-07 18:31:24.932,68439.261149
2021-04-09 11:24:00.597,43200.0
2021-04-10 11:23:00.267,43200.0
2021-04-11 11:22:00.418,53568.0
2021-04-12 11:20:00.445,53568.0
2021-04-13 11:19:00.409,19174.095609999997
2021-04-14 11:18:00.627,53568.0
2021-04-15 11:16:00.335,23873.218121
2021-04-15 17:53:57.369,111.61411
2021-04-16 00:18:00.446,53568.0
2021-04-17 00:18:00.481,59.927058000001125
2021-04-17 00:19:00.451,53568.0
2021-04-18 00:19:00.667,53568.0
2021-04-19 00:19:00.662,59.87280099999771
2021-04-19 00:20:00.553,53568.0
2021-04-20 00:20:00.234,60.11545399999886
2021-04-20 00:21:00.350,53229.517196
2021-04-21 00:21:00.401,60.10012399999687
2021-04-21 00:22:00.552,53568.0
2021-04-22 00:22:00.258,60.124556000002485
2021-04-22 00:23:00.401,53568.0
2021-04-23 00:23:00.527,53568.0
2021-04-24 00:23:00.544,59.91256499999872
2021-04-24 00:24:00.501,53568.0
2021-04-25 00:24:00.353,60.280547000002116
2021-04-25 00:25:00.683,53568.0
2021-04-26 00:25:00.411,59.989300000001094
2021-04-26 00:26:00.414,53568.0
2021-04-27 00:26:00.379,60.150885000002745
2021-04-27 00:27:00.545,53568.0
2021-04-28 00:27:00.507,53568.0
2021-04-29 00:27:00.569,59.895205000000715
2021-04-29 00:28:00.518,53568.0
2021-04-30 00:28:00.395,60.18068199999834
2021-04-30 00:29:00.603,53568.0
2021-05-01 00:29:00.507,59.9037759999992
2021-05-01 00:30:00.443,53568.0
2021-05-02 00:30:00.351,60.15272499999992
2021-05-02 00:31:00.527,53568.0
2021-05-03 00:31:00.419,53568.0
2021-05-04 00:31:00.494,59.89858700000332
2021-05-04 00:32:00.392,53151.415331
2021-05-05 00:32:00.465,59.90275200000178
2021-05-05 00:33:00.369,53568.0
2021-05-06 00:33:00.429,60.10879299999942
2021-05-06 00:34:00.538,48474.581766
2021-05-07 00:34:00.511,59.843143999998574
2021-05-07 00:35:00.410,53568.0
2021-05-08 00:35:00.625,53568.0
2021-05-09 00:35:00.220,60.048595000000205
2021-05-09 00:36:00.301,53568.0
2021-05-10 00:36:00.448,59.89901899999677
2021-05-10 00:37:00.373,53568.0
2021-05-11 00:37:00.406,60.12453899999673
2021-05-11 00:38:00.530,51820.081479
2021-05-12 00:38:00.422,59.845133000002534
2021-05-12 00:39:00.296,53568.0
2021-05-13 00:39:00.384,53568.0
2021-05-14 00:39:00.555,59.879830999998376
2021-05-14 00:40:00.485,53568.0
2021-05-15 00:40:00.472,59.89876099999674
2021-05-15 00:41:00.404,53568.0
2021-05-16 00:41:00.372,60.1109609999985
2021-05-16 00:42:00.493,53568.0
2021-05-17 00:42:00.582,53568.0
2021-05-18 00:42:00.430,59.896898999999394
2021-05-18 00:43:00.347,53568.0
2021-05-19 00:43:00.431,59.91013699999894
2021-05-19 00:44:00.351,53568.0
2021-05-20 00:44:00.477,59.92791500000021
2021-05-20 00:45:00.437,53568.0
2021-05-21 00:45:00.421,53568.0
2021-05-22 00:45:00.506,59.938890999997966
2021-05-22 00:46:00.447,53568.0
2021-05-23 00:46:00.503,59.951923000000534
2021-05-23 00:47:00.488,53568.0
2021-05-24 00:47:00.316,60.05439099999785
2021-05-24 00:48:00.415,53568.0
2021-05-25 00:48:00.536,53568.0
2021-05-26 00:48:00.323,60.214725999998336
2021-05-26 00:49:00.558,53568.0
2021-05-27 00:49:00.414,59.998092000001634
2021-05-27 00:50:00.452,53568.0
2021-06-04 03:27:13.232,37472.885806
2021-06-05 00:55:00.490,53568.0
2021-06-06 00:55:00.526,59.867496999999275
2021-06-06 00:56:00.422,53568.0
2021-06-07 00:56:00.515,53568.0
2021-06-08 00:56:00.511,59.886108999999124
2021-06-08 00:57:00.398,50719.70199
2021-06-10 21:52:49.261,11111.303980999997
2021-06-11 00:58:00.565,51184.101997
2021-06-12 00:58:00.553,59.893647999997484
2021-06-12 00:59:00.492,53568.0
2021-06-13 00:59:00.325,53568.0
2021-06-14 23:14:40.602,48704.04922
2021-06-17 05:09:25.852,31892.781917
2021-06-19 04:10:15.803,44770.351115
2021-06-20 01:01:00.352,60.14932399999816
2021-06-20 01:02:00.501,19596.416452999998
2021-06-21 01:02:00.385,46595.780086
2021-06-22 01:02:00.381,48317.186923
2021-06-23 01:02:00.453,52836.971267
2021-06-24 01:02:00.490,51164.967534
2021-06-25 01:02:00.332,60.14160499999707
2021-06-25 01:03:00.477,53568.0
2021-06-25 21:56:20.024,441.000148
2021-07-22 23:40:12.541,52123.686724
2021-07-25 19:34:24.360,20537.515157
2021-07-27 01:08:00.315,52228.326272
2021-07-28 01:08:00.387,18000.0
2021-07-29 01:07:00.246,21600.0
2021-07-30 01:06:00.426,21600.0
2021-07-31 01:06:00.492,21600.0
2021-08-01 01:05:00.448,21600.0
2021-08-14 15:12:33.323,25.06558600000062
2021-08-14 20:24:07.379,540.906188
2022-03-21 00:13:00.369,21600.0
2022-03-22 00:13:00.572,21600.0
2022-03-23 00:13:00.271,60.04311999999845
2022-03-23 00:14:00.328,21600.0
